videoTitle,videoCategoryId,videoViews,videoLikes,videoDislikes,videoCommentCount,channelViewCount,channelSubsCount,channelVideoCount,dayDifference,publishedZTimeFloat,publishedDayOfWeek,ageOfChannelDays,videoDurationSeconds,numberOfVideoTags
"Tyson and John Fury discuss Anthony Joshua fight: ""I'll put Eddie Hearn and his dad in dole queue!""",17,340352,6420,324,1684,188609306,357000,779,5,16.26805556,4,608,404,14
Wearing A Face Covering On The Tube,19,77905,3436,87,610,39633632,184000,353,4,16.00194444,5,5034,680,0
Answering Questions you're  to afraid to ask your Boyfriend,22,280763,13667,123,585,19443772,251000,139,5,16.07416667,4,460,1018,3
Alban Skenderaj ft. Elgit Doda - Parajsa ime (Official Video HD),24,2246717,52217,1000,1904,300727915,293000,173,5,14.00222222,4,2668,170,11
CyberTruck Phone Impressions... Ridiculous,28,3130828,125843,5516,8414,1911601879,11300000,1239,4,21.27833333,5,4469,448,8
FC Bayern Munich vs. Eintracht Frankfurt 2-1 | Highlights | DFB-Pokal 2019/20 | Semi Finals,17,408667,7546,125,450,17280606,133000,268,5,21.8625,4,500,188,29
Chippy Tea | Peter Kay: Live At The Bolton Albert Halls,23,492848,5334,124,473,26289212,68300,62,6,16.00083333,3,227,232,21
DAZ WATCHES CHEAPSKATE WRESTLER WHO LIVES WITH MUM,24,878090,62537,371,5905,1111075536,4710000,1154,6,17.00472222,3,2359,792,13
7 Star Trek Actors Who Were Fired,24,250189,6254,276,946,3643413,31100,28,5,16.00333333,4,137,761,38
"Tyson Fury calls Anthony Joshua a ""mug"" and refuses quick turnaround | What Went Down",17,114884,2029,83,636,188609306,357000,779,4,13.33777778,5,608,152,16
Ant Goes Back To The UK To Build His Car's Body | Ant Anstead Master Mechanic,2,106339,1477,40,135,23288695,195000,525,5,11.00305556,4,2877,626,20
KATIE PRICE: MY MUCKY MANSION HELL PART I,24,180593,5304,579,406,4387822,116000,20,6,16.00666667,3,424,417,32
Lil Peep - crybaby (Official Video),10,1879207,275979,2183,18174,1784237130,6120000,63,5,4.0325,4,2572,315,26
"Lauryn Hill, Aaliyah, TLC Cover Mashup",24,110776,12769,67,524,99946226,1330000,111,4,0.874722222,5,5214,74,20
Testing the CHEAPEST (Worst) Drinking Games from Wish,23,680471,52101,460,2104,49683249,1110000,34,6,19.03527778,3,3375,684,27
"FOXY EYE MAKEUP TREND | Full Coverage & Lifted, Pale to Tan TRANSFORMATION",26,99093,8694,76,1031,146706127,817000,1011,4,1,5,3988,1151,24
2 Chefs Review Kitchen Gadgets Vol.16,26,472588,23451,181,1383,585387297,2390000,1484,5,15.00944444,4,3746,984,22
MizOrMac - Return Of The Mac,10,1272415,56036,534,4833,1260633,22800,1,8,19.00277778,1,196,252,6
WATCH: George Floyd private funeral in Houston,25,400478,5515,1193,1524,125471771,274000,6463,5,0.133888889,4,3448,26488,3
asdfmovie vs TikTok #CONTENT,23,259229,24825,311,1605,131378230,1120000,400,6,13.40611111,3,4615,778,39
AMBUSH - TOMMY SHELBY (OutDRILL) (OFFICIAL VIDEO),10,612033,17108,318,995,6923925,20500,32,8,20.82527778,1,737,215,0
450SX Main Event Highlights - Round 14 Salt Lake City,17,131371,1674,24,109,88986281,305000,3691,4,4.040555556,5,3099,222,0
M1llionz - Mad About Bars w/ Kenny Allstar [S5.E2] | @MixtapeMadness,10,486850,21306,299,1066,749093190,943000,5716,8,19.50305556,1,2557,224,15
I Tested VIRAL TikTok Life Hacks to see if they work,24,5083235,152611,3261,14527,6398894714,20300000,2350,7,18.9775,2,2703,714,18
"A TRIP TO IKEA + HOME HAUL! (H+M Home, Asda, Ikea)",26,164953,9525,173,605,6142605,146000,182,7,20.07277778,2,1538,889,15
"Zara McDermott & Sam Thompson React to His Emotional Breakup with Ex, Tiff Watson | Made in Chelsea",24,129371,962,85,202,47604655,81400,587,7,17.005,2,2650,531,21
Flying FLIPBOOK // Ever wished you could fly?,1,403083,30294,287,2136,490910584,3530000,72,6,20.94416667,3,5228,475,10
"Deonna Purrazzo DEBUTS, Assaults Knockouts Champion! | IMPACT! Highlights June 9, 2020",17,261475,4468,208,832,2165736060,3440000,14978,5,2.500555556,4,5226,210,27
Dope Tech:  The $3500 Bluetooth Speaker!,28,3374558,127235,2840,4870,1911601879,11300000,1239,6,22.42444444,3,4469,529,11
MY NEW DRIVER,17,482687,16914,333,2136,256871260,959000,1762,6,19.37416667,3,3168,1171,30
A quick update on everything..,24,1303679,92817,960,2462,72537615,1570000,44,8,18.46833333,1,2412,304,10
"London: Man disrupts Black Lives Matter demo, kicks away protest signs at Churchill statue | AFP",25,428357,7520,581,9006,455599098,707000,80667,8,19.34305556,1,5270,114,9
PM Jacinda Ardern dances for joy as New Zealand lifts lockdown after coronavirus 'eliminated',25,967868,34421,577,6166,842868564,1230000,7500,6,6.431111111,3,4897,159,18
Flying Economy Is A Grueling Experience | Lee Evans,23,87381,2222,31,110,51272340,126000,127,7,11.00416667,2,1553,332,26
Starlink Fairing Deploy Sequence,28,784699,23781,213,1481,361312607,4380000,273,5,2.186944444,4,4338,10,0
International Cookies Taste Test,24,1480229,50624,519,4007,6449960394,16400000,2467,7,10.00055556,2,4289,898,14
BMW v Audi v VW - HOT HATCH (in disguise) DRAG RACE,2,843753,30662,488,2034,1166280240,4030000,1228,6,9.067777778,3,2356,597,30
We Bought 10 of The Most SATISFYING Puzzles!,23,631582,37206,712,2996,1983522266,7310000,873,3,19.83222222,6,3232,1440,39
TROLLZ - 6ix9ine & Nicki Minaj (Official Music Video) - REVIEW,10,448603,19019,1799,1242,134192920,1040000,573,3,6.569444444,6,1268,637,0
This is the Sony PLAYSTATION 5 (PS5 Reveal),28,202264,2846,510,655,1473621,36100,23,4,23.09111111,5,2368,465,0
C-Kan - Quiero volverte a Amar (Video Oficial),10,825957,102806,705,4870,246228926,5900000,39,3,0.012222222,6,4295,236,0
J. Balvin - Azul (Official Animated Video),10,7154339,426170,9400,14282,14240943819,13600000,175,5,23.00333333,4,3546,237,28
Goodbye.,24,1232588,120393,2600,14565,785895784,6140000,404,4,15.00833333,5,3613,870,20
"boys, i have to tell you something..",17,905653,101627,854,18257,520139430,1610000,1350,4,1.116388889,5,1985,247,2
Our Fertility Journey: Episode 7,19,922036,63291,2751,6888,24190255,602000,54,5,20.00833333,4,1739,1421,35
Kodak Black - Vultures Cry 2 (feat. WizDaWizard and Mike Smiff) [Official Audio],10,282402,20466,410,2078,3123243882,6300000,276,4,4.001388889,5,2636,223,20
Fernanda & Kenia Os - Na de Na Remix (Official Video),10,1129847,147210,6280,7633,1778458,46400,6,4,22.00305556,5,421,210,26
Full Face Using ONLY Black-Owned Makeup Brands | NikkieTutorials,26,1131153,121716,3710,7665,1324121079,13400000,787,5,19.67722222,4,4375,1246,31
ARK: Crystal Isles and Anniversary Event,20,417824,17594,494,2701,113961478,845000,97,4,15.11722222,5,1868,125,7
EPIC 24 HOUR ROOM TRANSFORMATION! *Amazon Room Makeover!,26,632628,42287,490,2643,1167477798,8240000,331,5,20.70333333,4,4441,852,18
Creep (Medieval Style with Vocals),10,1867040,151172,1252,8284,9409515,401000,4,5,17.66027778,4,5090,241,13
Xbox Series X - Power Your Dreams,20,546459,24014,2846,2070,843020714,3720000,7801,5,20.10111111,4,5340,31,19
"What Happened to NFL QB Jay Cutler? (Regular Guy with $100,000,000 Dollar Arm)",17,441135,16274,272,1916,123885394,603000,1637,5,23.5,4,1838,1018,10
K-Pop Girl Group TWICE Nailed These Crazy TikTok Dances | TikTok Challenge Challenge | Cosmopolitan,24,1967210,221686,1512,10910,372620376,1060000,2534,5,19.00111111,4,3115,452,24
BILL & TED FACE THE MUSIC Official Trailer #1 (2020),1,11752685,75868,2853,7823,263927302,112000,87,6,13.00194444,3,978,93,0
Whenever a scientist makes a scientific breakthrough.,23,1847833,237886,1194,15136,472106936,3000000,167,5,5.342777778,4,3388,199,0
Uncomfortable Conversations with a Black Man - Episode 2 with Matthew McConaughey,22,391110,15292,576,1637,1216347,71800,2,5,14.00833333,4,3148,779,11
ADDISON RAE SHOCKING NEW HAIRSTYLE | Jeff's Barbershop,23,3658912,177340,3189,8438,171927550,2400000,75,6,20.41111111,3,3202,813,15
Grandparents visit site where children's remains were found,25,367732,6020,149,2123,33936495,47600,4391,4,4.0675,5,3724,107,3
RESPONDING TO ASSUMPTIONS ABOUT OUR RELATIONSHIP,26,690963,40924,736,3091,83286012,940000,118,6,22.58444444,3,2994,1228,0
Linus CHEATS at Hide-And-Seek!!!,24,491682,37967,272,1969,95793634,724000,161,5,16.04194444,4,2210,511,13
We hacked the Tesla model 3s and it's true potential is INSANE,2,615132,17941,888,1802,78789973,722000,235,5,18.00333333,4,2350,1124,24
"""PETTY EDDIE EP  3"" l BIGG JAH",24,251761,12942,247,947,271394369,1030000,238,5,15.00194444,4,3106,336,0
THE ACE FAMILY BABY MOMMA DANCE! (TRYING TO GO INTO LABOR),22,4353929,241251,3625,18853,3761862350,18600000,536,5,23.71388889,4,1618,861,17
THIS IS THE HARDEST VLOG I HAVE EVER MADE.... | BRIAN BARCZYK,22,617226,45429,1003,14124,429369884,2730000,1392,5,12.99583333,4,2392,1078,25
Lit Yoshi - Straight Facts(Official Music Video),10,337857,14657,602,1764,161983691,445000,83,6,19.50277778,3,916,121,40
I Have Tourettes | The Secret Life of Lele Pons,24,2284204,116831,13630,8555,3916358254,16500000,147,6,16.00361111,3,1731,1664,42
Someone illegally put me in a mobile ad,23,2066337,166656,4610,20902,1151603451,4250000,628,6,19.67583333,3,2515,951,13
10 Miniatures That Work Like The Real Thing!,23,1118985,61091,1264,7020,1983522266,7310000,873,6,19.83027778,3,3232,1440,34
This Is What My Dog Does Every Morning,15,1691848,71372,1080,4383,309285743,1990000,142,5,12.50083333,4,702,226,23
I HATE Superhero Movies (2019),23,608484,36632,1032,3448,410905872,2090000,264,5,11.04,4,2488,2001,7
CouchX | Kevin James,23,480315,45285,368,2003,28514084,540000,29,5,15.00277778,4,931,100,37
Ceky Viciny x Bulin 47 x El Mayor Clasico - La Gente Ta' Loca (Remix),24,1871730,91439,1732,3440,106191090,613000,218,6,17.02916667,3,1876,223,51
Maneater (Zero Punctuation),20,445077,17720,273,658,871557711,1180000,5715,5,16.005,4,4283,344,6
Chocolate Cake Shake | Gabriel Iglesias,23,679308,27275,302,699,615526960,4100000,222,4,15.00277778,5,4155,197,15
Full Episode: Where Do We Go From Here? (Part 1) | OWN Spotlight | Oprah Winfrey Network,24,405821,6596,3659,4512,2124059718,4170000,16575,5,2.003333333,4,5279,3081,26
Did You See My New Pet!? | Anwar Jibawi,23,391840,27086,575,1780,1266755130,5840000,132,5,15.00194444,4,1420,777,20
Karma | Official Trailer | HBO Max,24,157751,12232,231,1183,176477271,2130000,162,5,18.77361111,4,4714,94,18
SONY PLAYSTATION 5 - Here It Is!,28,189882,2376,2628,755,33087595,370000,721,5,18.0025,4,1686,602,25
Grupo Firme - Te Hice Mal - ( Nuevo Video Oficial ),10,2104611,97341,3167,3439,838893552,2300000,33,6,15.00222222,3,1154,287,23
Why Is Papa John On Tik Tok?,23,338692,40874,1008,5564,97068799,1180000,100,6,23.41027778,3,4995,1808,3
WHAT'S IN THE BOX CHALLENGE,22,924547,73209,796,4114,5230977,233000,39,6,17.49916667,3,2236,481,45
Honest Trailers | The Fifth Element,1,1304859,51171,1088,4228,2485923524,6720000,1090,6,17.00583333,3,4273,365,14
Bellas unveil SECRETS from last week's Total Bellas episode!,22,498635,13408,276,977,627589364,2920000,1264,6,20.62361111,3,1306,453,16
The World's Strangest Borders Part 5: Divided Islands,27,649801,27537,530,2284,660388039,3620000,192,5,14.50027778,4,1582,599,22
LaniPlayz Face Reveal,22,461015,71366,1249,10384,1536111,148000,4,5,18.75055556,4,41,186,9
THE BADDEST PERRRA Glam Room TOUR!! | Louie's Life,24,920078,72725,588,3930,204196021,2470000,216,7,23.50027778,2,2277,1171,46
Dax - BLACK LIVES MATTER (Official Music Video),10,1874967,207468,8992,21492,275008636,2340000,96,7,20.235,2,3030,200,32
The Terrible Mistake of Choosing 'Null' as a License Plate,27,1162491,46549,1310,2672,214108021,1400000,165,6,15.53305556,3,1024,370,7
New PS5 Listings Show It Could Be More Expensive Than We Thought,20,204603,5275,369,1467,3641438,49400,75,5,20.24527778,4,297,440,12
EL ORIGEN DEL VIRUS | Aislados: ep 2/4,24,2153593,167424,4536,4896,677175713,10400000,199,6,21.25111111,3,2444,975,41
"BIG CRUISE UPDATE: Royal Caribbean, NCL, Carnival and more!!",19,227803,2135,89,258,10268596,55800,262,6,19.37666667,3,1535,422,21
Artem Finds Nikki Bella's Positive Pregnancy Test! | Total Bellas | E!,24,325190,7925,118,585,1582298336,2070000,4065,5,13.49638889,4,5126,123,23
Law enforcement announce they have found human remains found on Chad Daybell's property,25,243667,2815,134,1109,17106850,27000,7561,6,21.05361111,3,4923,212,14
"HUGE Announcement on Tessa Blanchard's IMPACT World Championship!| IMPACT! Highlights June 9 , 2020",17,172819,3068,174,686,2165736060,3440000,14978,5,1.500277778,4,5226,284,29
I'm back... life update,26,221740,22673,205,1568,78434176,583000,327,6,21.53555556,3,2168,866,8
Mini Mad Lads - Rags The War Dog,23,314543,35556,197,3899,97067359,717000,208,6,21.00305556,3,1758,912,23
Crazy Oreo Flavors (Game),24,1065697,25857,1247,1282,912529755,3900000,1393,7,10.00166667,2,2375,1083,16
Try Not To Laugh Challenge - Our Favorite Characters!,22,742185,38977,316,2083,2273307723,7050000,1373,6,17.00222222,3,5316,1299,8
Everybody Sucks | Rudy Mancuso,23,534249,59018,624,2924,1320918949,7310000,133,6,15.00944444,3,3181,381,22
The worst thing that's ever happened to me,1,5517435,451585,3212,56795,1229958640,8070000,96,8,18.11194444,1,2310,738,9
18 MONTH OLD BABY TODDLER UPDATE!,23,548780,42255,418,3929,1687441705,8610000,1011,5,19.49916667,4,5068,940,15
Five Finger Death Punch - A Little Bit Off (Official Music Video),10,1607198,71092,2316,2797,307528671,2920000,209,7,4.001111111,2,4993,295,13
BTS | Dear Class Of 2020,24,19288952,3126407,39696,174334,4308733062,31200000,1244,8,23.54861111,1,2737,740,3
"New Season 4 | 1.22 Update - New Maps, Modes, Weapons & More | MW Multiplayer/WARZONE | JGOD",20,291098,6183,443,1001,44787453,252000,1070,4,4.839166667,5,3136,663,31
"SIDEMEN 70,000 CALORIES CHALLENGE IN LOCKDOWN",24,7431376,388085,4085,25959,1590698892,8410000,152,8,17.00222222,1,1828,2808,5
"Thirteen-Year-Old Daneliya Tuleshova Sings ""Tears of Gold"" by Faouzia - America's Got Talent 2020",24,3511201,118206,1337,10071,3436142565,16100000,2309,5,0.698055556,4,5100,223,31
FREE Brawl Stars Skin: Red Dragon Jessie is here!,20,2489936,169212,2477,8212,434319117,5330000,65,6,8.063888889,3,1144,31,12
PS5: New Price,24,548053,9412,2254,2343,393127322,1660000,937,7,19.75027778,2,2048,322,11
when you don't get baja blast at taco bell,23,801661,58983,413,1803,184003060,1430000,222,7,15.75,2,3182,91,10
Shannon reveals his phone conversation with Drew Brees following anthem comments | UNDISPUTED,17,900268,12847,1475,3981,1154347794,1670000,3970,7,15.66138889,2,1398,1415,35
My Response to the Nintendo Situation,20,763830,49493,1635,3864,131166213,988000,666,7,19.91083333,2,2585,693,10
Megan Thee Stallion | Dear Class Of 2020,24,352936,33194,307,1549,666203227,2140000,96,7,18.98388889,2,2339,542,4
1V1 Against Brawadis!,17,2590505,160820,2499,21873,433251193,3870000,1169,7,3.206944444,2,1730,1398,10
America Protests Police Brutality and Systemic Racism | The Daily Social Distancing Show,23,2465533,92549,3700,12653,2950652646,7700000,2377,6,3.918055556,3,1481,765,38
the dumbest things i bought during quarantine that i regret buying  + I WAS SCAMMED..,22,399742,23339,587,2242,412886823,3230000,353,7,20.975,2,1792,1292,14
Myke Towers & Yandel - Mayor (Video Oficial),10,19671454,165362,3414,3890,1992168035,4980000,65,7,14.65277778,2,2752,159,25
5v5 Basketball VS REAL Hoopers IN THE HOOD!,24,855485,32625,875,3203,200283602,1880000,345,7,1.074166667,2,2316,1062,25
Full Replay: Dear Class of 2020,24,8356780,663130,7929,3927,424821840,0,303,7,0.204166667,2,1609,16482,33
GUESS THE BABY ITEM  PRICE OR GET SMACKED *WITH FLOUR*,24,730268,45902,631,3887,53911384,894000,60,8,22.12111111,1,842,953,11
"Metallica: Live in Manchester, England - June 18, 2019",10,713322,26100,325,1612,2920303461,6100000,1630,6,0.002777778,3,4885,9008,8
Run the Jewels - RTJ4 ALBUM REVIEW,10,542619,24966,516,2240,613950363,2190000,3256,6,2.836944444,3,4163,649,31
Trying One Size Fits All Clothes!! (Part 3),26,265452,7931,185,480,983686719,3080000,2506,7,19.00083333,2,3991,1319,17
Twin-Turbo Jet Boat Holeshot Secret Revealed! Finnegan's Garage Ep.106,2,452581,20030,219,1510,56430069,652000,152,7,17.97638889,2,1615,647,0
Pulled Up To Random Court 5V5 GONE WRONG!,17,568425,32691,725,4816,229139427,2090000,1049,6,23.88666667,3,2563,758,17
Gorillaz | Episode Four 'Friday 13th' | Official Trailer,1,498127,31598,514,1910,2442198953,6460000,196,7,16.12333333,2,5330,19,0
I Built The World's Largest Lego Tower,24,24331669,1157316,24208,63474,5889574732,36900000,705,9,20.00027778,7,3038,836,0
I am hosting a Smash Ultimate online tournament! JUNE 19-21,23,196463,15572,229,3414,1077161184,7280000,193,7,23.02666667,2,2865,96,2
LES MORSURES DE SERPENT | MES BLESSURES #1,24,479987,32094,268,1136,7033369,260000,50,4,14.25583333,1,1017,673,18
PS5: Official Design!,24,204206,4958,189,1121,394046313,1670000,938,6,13.57944444,6,2051,342,16
5 Minute INSTANT NO FREEZER Ice Cream ! NO WAITING! Easy Vanilla & Chocolate Ice Cream Recipe,26,327877,12961,320,1176,95149696,1160000,143,5,14.00833333,7,2296,289,18
Deadliest Job in America - Snake Milker!,15,6910784,172824,4553,9981,3383810798,16900000,590,8,22.00361111,4,2110,686,25
[TWICE - MORE & MORE] KPOP TV Show | M COUNTDOWN 200611 EP.669,24,3586438,205689,4687,7648,8987654433,14000000,20073,7,11.19805556,5,5215,215,11
xQc Gets Checkmated by MoistCr1tikal in 6 Moves! | Chess.com PogChamps,20,1791049,105085,584,4285,67271378,342000,2556,8,21.60972222,4,4723,123,11
G FUEL PEWDIEPIE | Ready-To-Drink Can!,20,559127,53965,609,3311,14169229,575000,353,7,19.35305556,5,2571,32,13
"TWICE Sings Adele, Adam Levine, and PSY in a Game of Song Association | ELLE",24,1578712,166891,2812,6528,457297505,1430000,2190,6,0.865277778,6,5014,410,18
Cream Cheese Cookies,26,380976,17905,132,854,86000580,1120000,443,7,19,5,1609,437,14
OFFICIAL PLAYSTATION 5 CONSOLE DESIGN REVEAL (Reaction),20,496500,20909,766,2069,1732814995,4260000,10666,7,21.57472222,5,3588,388,15
Why Japan Spent $600 Million Protecting Two Rocks,27,875248,34834,1366,1809,215484921,1400000,165,7,15.73388889,5,1027,368,8
Bunny Eating Things Politely,23,1946403,234588,3101,15970,3595272891,20200000,500,8,22.17666667,4,3775,310,12
Horizon Forbidden West - Announcement Trailer | PS5,20,5907566,209423,3483,11642,2825518061,11200000,12964,7,21.37277778,5,5298,210,3
"Good Luck, Adam",22,423334,27424,196,736,252583158,1980000,70,7,22.095,5,1689,52,0
Manchester City V Arsenal | Live Socially Distanced Watch Along,24,389521,5157,341,310,825188857,1150000,12456,1,22.90555556,4,2796,10049,29
PE With Joe | Tuesday 16th June,17,345630,12397,310,440,187894912,2480000,429,2,8.633888889,3,3233,1945,0
Olivier Giroud Scores Sublime Volley & Christian Pulisic's Foot Tennis Bicycle Kick | Chelsea Unseen,17,380998,7767,209,426,313960854,1810000,3057,5,9.004722222,7,5224,282,30
NEW Bentley Flying Spur Review: A 207mph SUPERCAR For Grandparents? | 4K,2,230479,6739,150,661,102244824,306000,938,6,13.04944444,6,4731,880,17
